job_id,equipment_type,service_type,region,technician_level,urgency,equipment_age_years,estimated_hours,distance_km,parts_count,ambient_temp_c,prior_failures,job_cost
JOB-100833,Motor,,North,Junior,Routine,12.214,4.189,15.113,5,26.688,1,5932.14
JOB-100834,Heat Exchanger,Inspection,North,Mid,Routine,3.478,9.782,,3,33.47,3,8235.65
JOB-100835,Compressor,Inspection,South,Mid,Routine,2.422,5.547,102.976,2,26.238,,7532.32
JOB-100836,,Repair,,Junior,Routine,3.922,6.402,23.596,1,32.053,0,6077.84
JOB-100837,Valve,Preventive,South,Mid,Routine,3.616,,17.384,3,32.982,0,6339.14
JOB-100838,Heat Exchanger,Repair,South,Senior,Routine,6.004,7.401,27.913,1,23.423,0,6920.24
JOB-100839,Motor,Repair,South,Senior,Routine,5.268,5.27,13.927,1,26.321,3,6127.37
JOB-100840,Compressor,Overhaul,North,Mid,Routine,9.056,6.69,10.111,3,31.495,3,10368.31
JOB-100841,Valve,Repair,East,,Routine,5.109,5.168,8.542,,31.184,2,7128.01
JOB-100842,Motor,Repair,East,Mid,Routine,4.115,5.323,12.689,2,26.837,2,5969.87
JOB-100843,Valve,Overhaul,East,Senior,Emergency,3.112,7.2,23.374,1,39.212,1,11269.24
JOB-100844,Motor,Inspection,North,Mid,Priority,11.055,3.91,29.057,2,32.182,0,5484.72
JOB-100845,Compressor,Preventive,North,Mid,Routine,5.823,5.024,44.753,2,24.092,1,6831.36
JOB-100846,Compressor,Repair,West,Junior,Routine,,2.039,21.438,3,33.438,2,6701.89
JOB-100847,Compressor,Repair,North,Junior,Routine,13.181,3.644,18.647,3,29.707,2,7481.82
JOB-100848,Valve,Inspection,East,Senior,Emergency,14.772,9.596,13.294,4,36.609,1,8318.24
JOB-100849,Valve,Inspection,East,Mid,Routine,5.69,2.337,34.863,5,36.501,2,6872.67
JOB-100850,Motor,Repair,West,Senior,Routine,3.488,12.546,8.039,3,33.079,1,8943.45
JOB-100851,Motor,Repair,West,Mid,Routine,4.513,8.464,30.148,0,34.98,0,7171.21
JOB-100852,Heat Exchanger,Preventive,,Mid,Priority,6.01,1.705,63.366,2,36.046,3,8203.44
JOB-100853,Compressor,Repair,East,Mid,Emergency,,12.007,18.326,2,30.976,5,10007.11
JOB-100854,,Repair,West,Junior,Priority,6.31,12.87,18.698,5,20.406,4,10596.52
JOB-100855,Motor,Repair,South,Senior,Priority,4.414,3.252,22.465,2,32.264,1,6386.66
JOB-100856,Valve,Repair,North,Mid,Routine,8.338,2.587,18.681,2,38.369,1,4884.44
JOB-100857,Valve,Inspection,South,Mid,Routine,8.11,4.419,29.745,1,25.967,0,3659.62
JOB-100858,Heat Exchanger,Preventive,South,Mid,Routine,4.087,7.892,25.043,1,34.511,1,6717.09
JOB-100859,Compressor,,South,Mid,Routine,2.944,4.302,24.236,1,37.544,0,8983.94
JOB-100860,Motor,Repair,East,Junior,Routine,12.376,4.453,19.594,4,28.134,0,6625.51
JOB-100861,Pump,Repair,South,Junior,Routine,4.593,1.333,127.903,2,30.89,4,6940.53
JOB-100862,Heat Exchanger,Preventive,East,Senior,Priority,3.375,2.221,17.472,3,35.479,3,7333.78
JOB-100863,Pump,Repair,East,Mid,Routine,25.0,,22.901,1,28.922,1,7196.87
JOB-100864,Motor,Preventive,East,Senior,Priority,15.982,4.367,10.782,2,41.637,2,7889.08
JOB-100865,Pump,Inspection,South,Senior,Priority,,8.309,27.217,3,33.99,1,7769.51
JOB-100866,Motor,Inspection,East,Junior,Routine,4.965,5.364,14.886,5,31.162,1,6752.9
JOB-100867,Pump,Inspection,South,Mid,Routine,2.777,3.718,23.161,5,44.616,5,7652.59
JOB-100868,Compressor,Overhaul,,Senior,Routine,20.575,4.239,5.871,1,28.885,3,9420.16
JOB-100869,Valve,Repair,South,Junior,Emergency,2.715,4.848,28.183,3,35.232,5,9644.1
JOB-100870,Compressor,Preventive,South,Senior,Routine,7.523,1.647,48.986,3,27.589,1,6003.47
JOB-100871,Compressor,Overhaul,West,Senior,Priority,4.24,16.616,24.886,4,23.823,2,15068.95
JOB-100872,,Preventive,North,Junior,Priority,16.524,,18.01,0,25.871,1,5178.05
JOB-100873,Motor,Preventive,South,Senior,Priority,4.746,4.688,44.099,1,32.438,0,4591.55
JOB-100874,Motor,Repair,West,Mid,,4.747,14.434,,2,38.064,2,9860.04
JOB-100875,Motor,Preventive,South,,Routine,7.85,2.367,6.207,1,39.658,3,4386.09
JOB-100876,Motor,Preventive,North,Senior,Routine,4.429,3.203,,0,29.604,2,3649.3
JOB-100877,,Repair,West,Junior,Routine,9.52,4.981,12.355,5,25.407,1,8039.83
JOB-100878,Valve,Preventive,South,Mid,Routine,,6.17,43.034,3,35.101,0,5497.82
JOB-100879,Motor,Preventive,South,Mid,Priority,3.885,7.427,16.99,2,29.921,3,5638.21
JOB-100880,Heat Exchanger,Repair,West,Senior,Emergency,6.448,1.951,34.016,2,37.941,1,9031.3
JOB-100881,Motor,Overhaul,North,Senior,Priority,3.776,9.135,14.476,2,34.84,3,10358.92
JOB-100882,Pump,Overhaul,South,Senior,Priority,11.361,3.349,8.001,2,,2,9299.6
JOB-100883,Pump,Preventive,,Mid,Routine,1.952,5.776,10.263,2,31.91,1,4991.66
JOB-100884,Valve,Overhaul,West,Senior,Routine,6.138,6.172,17.112,2,26.94,2,9210.5
JOB-100885,Pump,Preventive,South,Mid,Priority,5.375,6.476,14.653,2,26.195,0,6227.75
JOB-100886,Valve,Preventive,South,Junior,Routine,16.893,4.097,4.194,1,26.093,0,5791.69
JOB-100887,Pump,Repair,North,Junior,Routine,10.985,0.783,27.858,0,24.4,2,5330.3
JOB-100888,Compressor,Repair,South,Junior,Routine,2.734,5.914,17.772,5,34.288,2,7183.36
JOB-100889,Heat Exchanger,Preventive,North,Mid,Routine,,2.908,7.19,0,36.427,2,5820.42
JOB-100890,Compressor,Preventive,South,Mid,Priority,7.254,7.246,10.773,4,34.538,1,7905.65
JOB-100891,Compressor,Repair,West,Mid,Emergency,13.287,14.235,31.376,2,30.671,1,15914.59
JOB-100892,Motor,Inspection,East,Senior,Routine,7.786,10.128,4.972,7,27.699,0,6893.82
JOB-100893,Heat Exchanger,Repair,North,Senior,Priority,0.341,5.463,31.897,3,34.327,1,8837.79
JOB-100894,Valve,Inspection,North,Senior,Routine,6.516,13.392,29.168,1,23.646,0,5640.54
JOB-100895,Compressor,Overhaul,South,Mid,Emergency,,2.894,,1,31.743,1,9301.72
JOB-100896,Valve,Inspection,East,Mid,Priority,10.152,6.838,,0,43.022,1,5964.65
JOB-100897,Heat Exchanger,Repair,South,Junior,Priority,10.676,2.237,48.727,5,27.637,1,8665.31
JOB-100898,Compressor,Preventive,East,Mid,Priority,9.096,7.34,17.492,2,20.656,0,7741.14
JOB-100899,Pump,Overhaul,,Senior,Routine,9.463,7.252,40.029,3,39.952,0,10448.73
JOB-100900,Valve,Preventive,North,Junior,Priority,5.181,6.543,23.036,1,27.477,2,6525.27
JOB-100901,Pump,Repair,South,Mid,Routine,19.892,,44.791,3,26.685,0,8518.4
JOB-100902,Valve,Inspection,West,Mid,Routine,5.401,10.967,10.802,1,34.539,0,6840.51
JOB-100903,Pump,Inspection,North,Senior,Priority,8.381,4.594,15.006,4,46.972,1,5905.27
JOB-100904,Pump,Preventive,South,Mid,Routine,1.23,1.712,15.598,2,33.854,1,5058.28
JOB-100905,Motor,Preventive,North,Mid,Priority,3.438,5.371,29.614,1,31.91,3,7212.47
JOB-100906,Heat Exchanger,Repair,West,Mid,Routine,6.862,5.456,23.501,2,33.615,0,8573.32
JOB-100907,Valve,Overhaul,West,Junior,Routine,4.03,2.443,,5,39.07,1,8625.0
JOB-100908,Motor,Repair,East,Junior,Routine,5.229,5.148,19.947,5,33.781,2,6559.27
JOB-100909,Compressor,Inspection,North,Senior,Routine,4.139,8.432,,7,22.767,3,10114.97
JOB-100910,Motor,Preventive,South,Junior,Priority,8.546,6.953,17.196,3,41.729,0,5971.33
JOB-100911,Valve,Overhaul,North,Mid,Routine,9.924,5.531,24.676,3,,,7929.55
JOB-100912,Heat Exchanger,Inspection,South,Senior,Routine,25.0,10.757,50.224,3,24.266,1,9664.72
JOB-100913,Compressor,Overhaul,South,Mid,Priority,11.817,4.501,,2,33.705,,10245.3
JOB-100914,Compressor,Inspection,,Senior,Routine,12.855,11.674,,,38.913,1,8248.58
JOB-100915,Pump,Inspection,East,Senior,Routine,10.558,2.846,20.291,3,28.214,1,5243.53
JOB-100916,Valve,Preventive,South,Junior,Priority,10.169,,17.811,3,29.153,0,6230.92
JOB-100917,Valve,Repair,East,Senior,Routine,1.349,4.569,28.917,1,31.45,1,6082.17
JOB-100918,Compressor,Repair,South,Mid,Routine,11.408,4.556,20.421,3,31.404,1,7153.87
JOB-100919,Valve,,North,Senior,Priority,,,18.856,2,38.008,1,7355.23
JOB-100920,Compressor,Repair,South,Mid,Routine,5.232,2.792,8.543,2,,0,6192.27
JOB-100921,Motor,Overhaul,East,Senior,Priority,14.263,2.896,22.448,4,23.279,0,10030.43
JOB-100922,Heat Exchanger,Inspection,West,Mid,Routine,25.0,2.67,27.703,4,,2,7714.2
JOB-100923,Pump,Repair,South,Junior,,3.568,8.29,17.01,1,26.242,0,8966.35
JOB-100924,Compressor,Repair,North,Mid,Routine,4.997,2.921,29.167,2,21.337,0,7133.47
JOB-100925,Motor,Inspection,East,Mid,Routine,15.928,6.328,34.634,1,37.149,0,4943.7
JOB-100926,Valve,Overhaul,North,Mid,Routine,5.493,7.594,9.628,,33.21,2,10702.41
JOB-100927,Valve,Repair,,Mid,Emergency,4.63,10.129,,4,24.485,3,10362.09
JOB-100928,Valve,Repair,West,Mid,Routine,2.034,6.296,9.287,3,,2,7193.7
JOB-100929,Compressor,,West,Junior,Routine,11.901,5.947,5.52,,14.61,0,8485.14
JOB-100930,Motor,Inspection,South,Mid,,7.066,3.482,7.5,2,33.071,2,6137.71
JOB-100931,Valve,Inspection,East,Senior,Routine,4.588,,17.721,,30.134,2,5089.38
JOB-100932,Pump,Repair,North,Mid,Routine,5.144,2.892,83.033,,39.592,2,7748.98
JOB-100933,Motor,Repair,North,Senior,Routine,9.712,5.005,12.994,5,36.626,1,8614.29
JOB-100934,Valve,Repair,West,Mid,Routine,5.107,5.919,54.982,2,25.671,2,8038.41
JOB-100935,Valve,Preventive,West,Mid,Priority,7.931,0.93,13.154,2,43.251,0,4516.09
JOB-100936,Pump,,West,Junior,Routine,6.023,5.167,16.699,5,41.071,4,10143.07
JOB-100937,Heat Exchanger,Inspection,South,Mid,Routine,12.354,5.84,29.287,,25.999,0,8142.85
JOB-100938,Pump,,South,Mid,Routine,6.898,2.595,83.939,3,23.311,2,6338.05
JOB-100939,Compressor,Repair,South,Senior,Priority,10.859,,20.05,6,,1,10659.32
JOB-100940,Motor,Repair,North,Mid,Routine,5.292,9.077,8.081,3,19.757,0,7834.54
JOB-100941,Valve,Overhaul,South,Junior,Priority,25.0,9.621,24.967,1,,1,11546.37
JOB-100942,Pump,Inspection,East,Mid,Priority,20.65,2.474,5.857,0,31.135,1,5368.4
JOB-100943,Valve,Preventive,South,Junior,Routine,0.3,7.55,18.213,4,33.703,0,7102.68
JOB-100944,Heat Exchanger,Preventive,North,Junior,Routine,19.788,5.134,11.896,1,38.178,3,7954.48
JOB-100945,Compressor,Repair,North,Senior,Routine,1.632,3.048,53.294,2,39.343,1,7036.34
JOB-100946,Valve,Inspection,South,Mid,Emergency,4.536,6.521,10.912,3,38.805,1,7143.71
JOB-100947,Valve,Repair,South,Mid,Priority,10.452,5.918,16.786,4,29.503,,9852.74
JOB-100948,Compressor,Preventive,East,Junior,Priority,,3.849,22.956,2,24.778,0,7537.58
JOB-100949,Pump,,East,Senior,Routine,20.477,3.573,14.724,3,31.832,1,7537.2
JOB-100950,Heat Exchanger,Repair,North,Junior,Routine,1.018,9.603,10.011,1,29.026,5,9102.01
JOB-100951,Motor,Repair,West,Junior,Routine,12.852,8.778,29.608,0,20.056,,7130.28
JOB-100952,Motor,Inspection,North,Senior,Priority,,4.741,,,29.946,2,6606.19
JOB-100953,Compressor,Inspection,East,Senior,Routine,3.968,15.139,15.194,1,19.833,1,7169.09
JOB-100954,Motor,Preventive,West,Junior,Routine,5.377,4.832,16.406,3,32.392,1,6025.52
JOB-100955,Heat Exchanger,Repair,North,Mid,Priority,1.88,4.323,31.63,3,45.077,1,9122.69
JOB-100956,Pump,Inspection,West,Senior,Routine,5.303,5.669,20.92,1,30.556,0,4770.99
JOB-100957,Pump,Inspection,West,Senior,Routine,11.454,,27.775,3,29.916,,6549.45
JOB-100958,Valve,,West,Junior,Routine,3.931,4.951,14.262,4,23.649,3,7683.85
JOB-100959,Pump,Preventive,West,Mid,Routine,9.073,6.788,15.994,4,31.074,3,7564.93
JOB-100960,Motor,Preventive,South,Mid,Routine,12.086,16.648,33.612,2,39.458,0,8190.85
JOB-100961,Pump,Overhaul,East,Mid,Priority,7.728,5.347,10.045,,31.355,1,9607.45
JOB-100962,Valve,Preventive,North,Mid,Routine,,4.079,17.148,5,37.711,4,7161.32
JOB-100963,Pump,Overhaul,South,Senior,Emergency,7.72,7.902,,2,20.463,2,11489.83
JOB-100964,Heat Exchanger,Overhaul,East,Junior,Emergency,11.33,1.572,,3,18.407,1,11204.68
JOB-100965,Compressor,Preventive,South,Mid,Routine,6.421,5.041,17.371,4,38.189,1,7619.11
JOB-100966,Valve,Preventive,South,Junior,Routine,2.638,1.22,49.728,1,32.196,2,2816.68
JOB-100967,Motor,Inspection,East,Mid,Routine,,4.299,8.692,2,34.682,0,4462.49
JOB-100968,Motor,Overhaul,North,Senior,Priority,11.17,,22.492,2,24.954,2,7963.26
JOB-100969,Motor,Repair,South,Junior,Routine,5.254,3.304,14.228,4,32.829,0,6174.0
JOB-100970,Compressor,Inspection,South,Mid,Emergency,5.007,11.79,10.23,4,23.065,3,8953.34
JOB-100971,Motor,Repair,East,Junior,Priority,4.434,8.901,39.138,1,39.469,0,8041.87
JOB-100972,Compressor,Preventive,West,Mid,Routine,10.506,9.746,27.464,1,40.037,3,7414.38
JOB-100973,Motor,Preventive,East,Junior,Routine,4.555,7.755,28.988,3,38.482,1,6441.85
JOB-100974,Pump,Preventive,South,Mid,Routine,11.411,2.827,31.115,1,23.25,2,5229.31
JOB-100975,Heat Exchanger,,West,Junior,Priority,5.326,3.908,43.262,3,35.268,2,8428.3
JOB-100976,Pump,Preventive,East,Mid,Priority,,4.14,22.471,3,34.909,0,6667.71
JOB-100977,Pump,Preventive,South,Mid,Routine,25.0,2.571,54.221,2,29.834,1,6809.3
JOB-100978,Valve,Repair,,Mid,Routine,4.425,6.101,74.432,1,30.158,1,6162.34
JOB-100979,Pump,Inspection,North,Mid,Routine,9.044,8.478,37.254,0,,,6105.18
JOB-100980,Valve,,North,Junior,Priority,4.822,6.981,36.677,1,39.625,2,7072.11
JOB-100981,,Preventive,South,Senior,Routine,5.049,7.234,,5,29.015,0,7821.67
JOB-100982,Heat Exchanger,Overhaul,West,Senior,Priority,2.201,6.281,17.962,2,22.366,0,10938.98
JOB-100983,Heat Exchanger,,South,Junior,Routine,,7.358,26.555,7,33.934,3,7422.87
JOB-100984,Valve,Preventive,,Mid,Routine,6.701,3.516,28.614,1,,3,5720.9
JOB-100985,Valve,,South,Junior,Priority,10.219,2.147,24.586,4,28.516,0,7402.34
JOB-100986,Heat Exchanger,Repair,South,Senior,Routine,,8.842,,1,35.627,2,8442.23
JOB-100987,Motor,Preventive,South,Senior,Routine,10.673,5.472,15.266,3,26.656,0,6196.54
JOB-100988,Pump,Repair,South,Mid,Routine,1.978,20.0,11.788,3,30.044,2,10691.11
JOB-100989,Compressor,Repair,West,Senior,Priority,6.031,5.272,12.162,1,34.576,4,7895.89
JOB-100990,Compressor,Inspection,East,Junior,Routine,,8.14,22.864,2,37.895,2,7504.94
JOB-100991,,Inspection,West,Junior,Routine,9.637,3.621,14.652,0,33.708,0,4715.0
JOB-100992,Valve,Inspection,South,Senior,Priority,3.153,6.688,27.079,1,34.062,0,5362.6
JOB-100993,,Repair,West,Mid,Priority,3.979,3.706,7.686,3,34.934,3,7218.76
JOB-100994,Pump,Overhaul,South,Mid,Routine,0.985,6.29,7.526,1,36.744,2,6380.75
JOB-100995,Pump,Repair,East,Junior,Routine,13.516,5.156,,0,26.887,1,6243.8
JOB-100996,Motor,Repair,East,Mid,Priority,1.148,5.246,35.534,5,29.218,2,8905.08
JOB-100997,Heat Exchanger,Preventive,West,Senior,Routine,0.854,7.641,26.25,4,31.531,0,7507.07
JOB-100998,,Inspection,East,Mid,Priority,13.504,5.074,33.718,6,28.31,1,8358.91
JOB-100999,Valve,Repair,East,Mid,Routine,4.161,5.219,18.568,1,34.147,2,6731.9
JOB-101000,Pump,Repair,West,Mid,Routine,0.951,1.727,8.54,5,,1,7260.06
