machine_id,machine_type,plant_section,shift,maintenance_plan,temperature_c,vibration_mm_s,pressure_bar,operating_hours,days_since_service,load_percent,alarm_count_30d,critical_failure_30d
M-200827,Pump,Process-B,Evening,Minimal,71.4,2.065,7.544,12503.73,75.59,85.731,1,0
M-200828,Pump,Process-A,Evening,Minimal,67.17,2.1571,10.387,1505.24,103.22,61.997,1,0
M-200829,Compressor,Packaging,Day,Standard,51.523,3.0065,8.206,612.63,110.53,49.531,0,0
M-200830,Fan,Utilities,Evening,Standard,67.924,0.9204,,4584.53,95.75,69.428,1,0
M-200831,Fan,Process-A,Night,Standard,65.981,2.0359,6.303,9498.62,,49.01,2,0
M-200832,Motor,Utilities,Evening,Standard,39.746,1.5051,6.799,2691.03,94.63,62.55,2,0
M-200833,Compressor,Process-B,Day,Standard,61.478,1.406,2.444,7586.84,83.39,63.394,4,0
M-200834,Pump,Process-B,Day,Standard,68.732,,4.528,5327.35,62.68,40.12,0,0
M-200835,Motor,Storage,Night,Minimal,59.118,1.1548,5.851,9400.99,43.55,87.679,0,0
M-200836,Pump,Utilities,Day,Enhanced,80.935,2.389,5.042,7037.6,54.53,74.59,1,0
M-200837,Motor,Process-A,Night,,63.959,1.511,7.256,1072.3,32.61,68.744,1,0
M-200838,Fan,Process-B,Night,Enhanced,60.764,2.6535,5.234,8560.02,96.7,89.031,2,0
M-200839,Motor,Process-B,Day,Enhanced,71.139,2.5804,8.126,4725.19,73.62,88.858,3,0
M-200840,,Packaging,Day,Standard,58.859,1.9703,4.568,6943.57,98.08,,2,0
M-200841,Motor,Storage,Day,Enhanced,80.299,1.5413,8.066,5198.34,17.82,85.697,2,0
M-200842,Compressor,Process-A,Evening,Standard,89.92,1.1291,5.182,3820.99,59.62,77.593,2,0
M-200843,Fan,Process-A,Evening,Standard,63.008,3.2166,4.539,5065.05,11.66,81.647,2,0
M-200844,Motor,Storage,Evening,Standard,69.815,2.9211,3.33,5902.93,81.26,70.918,2,0
M-200845,Pump,Utilities,Day,Standard,62.246,1.7035,6.577,2875.8,157.32,59.587,1,0
M-200846,Pump,Process-A,Night,Standard,82.849,2.4085,8.064,4414.62,75.45,51.165,1,0
M-200847,Motor,Process-A,Day,Enhanced,66.863,1.0836,5.949,3174.8,110.03,65.875,1,0
M-200848,Motor,Utilities,Night,Standard,65.747,1.9654,7.645,2167.38,99.0,49.095,0,0
M-200849,Motor,Process-B,Day,Standard,77.97,2.1169,7.261,6039.34,125.54,,2,0
M-200850,Motor,Process-A,Day,Standard,72.539,1.0459,7.029,2488.18,,33.834,2,0
M-200851,Fan,Process-B,Night,Enhanced,70.622,1.5149,8.552,9046.67,58.26,87.41,3,0
M-200852,Pump,Packaging,Night,Standard,79.963,,6.076,6090.97,60.12,67.082,3,0
M-200853,Motor,Process-A,Day,Standard,78.03,1.1824,7.829,5642.63,125.26,50.848,1,0
M-200854,Compressor,Process-A,Day,Minimal,53.76,1.5234,7.562,,100.81,77.525,1,0
M-200855,Pump,Packaging,Evening,Standard,,0.9933,7.602,4685.39,101.93,61.409,3,0
M-200856,Fan,Process-B,Night,,58.5,2.2683,7.838,1779.37,64.71,71.75,1,0
M-200857,Fan,Process-A,Day,Standard,53.186,3.9166,6.726,4547.77,154.09,54.313,1,0
M-200858,,Utilities,Evening,Standard,76.561,4.268,9.114,2406.84,103.56,87.282,1,0
M-200859,Motor,Utilities,Day,Standard,86.641,2.0854,,879.74,37.34,110.0,1,0
M-200860,Pump,Process-A,Day,Enhanced,69.181,1.5444,7.113,8474.46,112.44,74.05,0,0
M-200861,Fan,Process-B,Day,Standard,60.675,2.85,9.532,10453.81,38.16,73.038,3,0
M-200862,Pump,Utilities,Day,Standard,68.339,1.8562,7.001,3085.27,114.16,41.339,0,0
M-200863,Pump,Packaging,Night,Standard,64.692,2.56,6.51,1493.11,336.19,61.068,0,0
M-200864,Motor,Utilities,Night,Standard,89.495,1.9449,3.217,10400.25,16.08,64.9,3,0
M-200865,Pump,Process-A,Night,Minimal,65.259,1.1507,5.654,3899.26,25.9,72.541,0,0
M-200866,Motor,Process-A,Day,Minimal,48.009,,6.687,2449.09,365.0,64.051,0,0
M-200867,Compressor,Utilities,Day,Enhanced,68.495,0.6941,5.369,4153.41,24.56,74.322,1,0
M-200868,Fan,Process-B,Night,Enhanced,73.983,1.1078,7.71,7298.65,49.31,70.517,1,0
M-200869,Motor,Process-B,Evening,Minimal,62.702,1.5571,7.634,9870.51,77.71,82.009,1,0
M-200870,Compressor,,Evening,Standard,58.246,0.6328,6.267,11710.84,57.18,72.565,1,0
M-200871,Compressor,Storage,Day,Standard,57.46,2.3256,4.533,1163.34,134.13,70.451,2,0
M-200872,Pump,Packaging,Night,Enhanced,64.231,1.0335,7.966,899.05,53.19,86.059,0,0
M-200873,,Process-B,Night,Enhanced,,2.1891,7.598,1269.17,229.06,74.838,2,0
M-200874,Motor,Packaging,Night,,63.576,1.239,2.516,3610.74,49.74,74.598,1,0
M-200875,Fan,Utilities,Evening,Standard,42.405,0.9011,,6003.39,164.68,53.914,0,0
M-200876,Motor,Process-A,Day,Enhanced,68.934,4.6395,6.319,3608.33,75.61,56.836,1,0
M-200877,Pump,Process-A,Day,,78.481,0.9061,6.827,2321.22,82.11,84.03,4,1
M-200878,Fan,,Evening,Standard,69.958,1.7577,8.134,2363.24,75.08,73.377,1,0
M-200879,Pump,Process-B,Evening,Standard,71.886,,,1382.69,61.42,73.01,2,0
M-200880,Motor,Process-A,Evening,Minimal,68.145,2.5988,8.042,3616.64,43.9,87.169,1,0
M-200881,Motor,Storage,Evening,Minimal,66.18,2.3402,6.882,1864.62,,59.066,2,0
M-200882,Pump,Process-B,Night,Enhanced,62.436,0.9786,5.967,7784.35,127.39,77.761,2,0
M-200883,Pump,Storage,Evening,Standard,52.097,5.0061,9.934,8958.68,88.09,85.135,0,1
M-200884,Fan,Packaging,Evening,Standard,66.897,2.8017,7.722,3323.73,365.0,64.199,2,1
M-200885,Pump,Process-A,Day,Standard,75.368,1.6354,9.299,7321.36,168.79,77.865,4,1
M-200886,Motor,Packaging,Day,Enhanced,56.53,1.5319,9.035,2801.21,99.24,61.175,2,0
M-200887,Pump,Process-B,Day,Enhanced,58.877,1.4589,4.304,6355.74,20.29,64.599,1,0
M-200888,Motor,Process-B,Evening,Enhanced,61.595,1.6317,5.761,2989.68,42.97,64.283,1,0
M-200889,Fan,Process-B,Evening,Standard,70.694,0.6769,7.875,7095.86,,54.987,1,0
M-200890,Fan,Process-B,Day,Enhanced,59.767,4.0778,7.446,6248.72,43.02,72.819,2,0
M-200891,Fan,Packaging,Day,Enhanced,88.722,2.1291,8.056,7586.39,78.84,69.998,1,0
M-200892,Fan,Utilities,Day,Enhanced,69.839,2.0545,7.481,7236.09,24.37,65.275,0,0
M-200893,Compressor,Process-A,Night,Standard,63.888,0.8285,5.834,16877.28,145.58,85.873,4,0
M-200894,Pump,Process-A,Day,Standard,59.576,4.7922,4.546,1889.02,72.23,64.852,2,0
M-200895,Fan,Packaging,,Standard,79.227,3.6421,8.967,3405.03,,62.576,0,0
M-200896,Motor,Packaging,Day,Standard,71.238,3.8047,7.344,7464.39,65.25,57.451,2,0
M-200897,Fan,Utilities,,Standard,55.381,2.3018,7.27,6902.78,81.5,48.254,3,0
M-200898,Motor,Utilities,Night,Standard,75.291,2.8387,3.547,3993.62,,68.323,1,0
M-200899,Compressor,Packaging,,Standard,70.336,0.8542,6.169,6060.17,365.0,76.305,0,1
M-200900,Motor,Packaging,Evening,Minimal,71.144,3.161,4.726,5454.85,159.09,57.331,3,0
M-200901,Compressor,Process-B,Evening,Enhanced,46.833,2.1691,6.952,4289.75,94.4,80.635,3,0
M-200902,Motor,Packaging,Night,Standard,77.012,1.9588,6.261,,,63.185,1,0
M-200903,Motor,Process-B,Evening,Standard,65.367,0.7696,7.51,6241.49,72.84,92.984,,0
M-200904,Motor,Packaging,Evening,Minimal,57.998,1.7114,4.682,4397.72,331.66,66.679,1,0
M-200905,Motor,Utilities,Day,Enhanced,74.812,0.9932,6.535,3996.34,112.46,87.294,1,0
M-200906,Pump,Utilities,Evening,Enhanced,87.511,1.3242,4.959,1295.07,117.8,64.075,2,0
M-200907,Motor,Utilities,Night,Minimal,57.46,,5.172,11695.97,119.87,81.413,2,0
M-200908,Motor,Utilities,Night,Enhanced,70.489,2.0045,7.044,18000.0,52.26,70.994,2,0
M-200909,Compressor,Utilities,Night,Standard,67.566,1.5625,7.232,4789.59,,71.47,0,0
M-200910,,Process-A,Night,Standard,77.304,5.6597,5.499,5302.48,87.41,51.562,,1
M-200911,Motor,Utilities,,Enhanced,76.235,,4.934,3967.18,33.89,73.826,0,0
M-200912,Compressor,Packaging,Day,Standard,63.577,1.8963,7.916,10296.87,58.28,64.38,1,0
M-200913,Pump,Utilities,Night,Standard,75.136,1.812,7.398,3498.39,70.35,87.901,0,0
M-200914,Motor,Utilities,Evening,Minimal,56.126,0.933,6.498,4347.96,8.07,57.576,2,0
M-200915,Motor,Process-A,Evening,,60.82,1.7722,8.096,4927.57,118.97,55.816,2,0
M-200916,Fan,,Night,Standard,63.917,3.4489,6.593,10223.39,186.73,37.874,3,1
M-200917,Pump,Packaging,Night,Enhanced,63.683,1.1014,,4259.1,79.8,66.721,0,0
M-200918,Motor,Process-A,Evening,Standard,74.928,0.9179,6.466,5718.17,71.2,89.544,0,0
M-200919,Motor,Storage,Evening,Standard,65.392,1.9337,6.686,995.84,63.81,71.968,1,0
M-200920,Pump,Process-A,Evening,Standard,,1.2053,5.367,2614.04,84.79,62.395,2,0
M-200921,Compressor,Utilities,Day,Enhanced,58.601,1.4353,6.111,5064.1,,81.954,2,0
M-200922,Pump,Process-B,Evening,Enhanced,,1.3619,6.705,5239.35,78.87,66.207,2,0
M-200923,Motor,Utilities,Night,Minimal,77.792,1.5922,7.628,11492.24,63.92,98.958,2,0
M-200924,Motor,,Day,Standard,73.248,1.6135,8.883,1864.19,182.67,90.497,1,0
M-200925,Fan,Packaging,Day,,47.702,4.9901,,11996.93,141.14,49.815,3,1
M-200926,Motor,Packaging,Day,Standard,60.592,2.1469,6.316,3618.75,94.41,72.333,2,0
M-200927,Compressor,Process-A,Night,Minimal,57.576,2.2176,7.085,10291.51,33.15,20.0,1,0
M-200928,Compressor,Process-B,Day,Standard,77.56,,5.762,3781.36,132.29,92.784,0,0
M-200929,Pump,Process-B,Evening,Standard,72.147,1.3905,9.695,3658.82,31.62,84.712,3,0
M-200930,Pump,Process-A,Evening,Standard,73.005,1.6615,5.41,2687.39,38.46,,0,0
M-200931,Pump,Utilities,Evening,Enhanced,89.029,2.8006,7.062,3614.93,103.82,71.38,3,0
M-200932,Compressor,,Day,Standard,77.658,0.9495,9.115,3117.74,30.13,,2,0
M-200933,Compressor,Process-B,Evening,Standard,,1.4976,5.175,12001.64,110.92,69.165,0,0
M-200934,Compressor,Packaging,Day,Standard,66.358,1.7342,6.679,8535.48,20.75,70.429,0,0
M-200935,Pump,Process-A,Day,Standard,,1.7789,7.245,2087.72,123.39,94.69,2,1
M-200936,Pump,Utilities,Night,Minimal,87.626,2.8973,8.677,4805.62,142.58,71.546,2,1
M-200937,Motor,Process-B,Evening,Minimal,71.218,1.6241,8.228,5557.51,85.2,80.496,1,0
M-200938,Fan,Packaging,,Standard,55.742,,5.922,4904.7,180.35,66.772,1,0
M-200939,Pump,Process-A,Night,Standard,53.147,1.1601,7.365,4876.26,91.81,64.849,3,0
M-200940,Compressor,Packaging,Evening,Standard,53.72,1.2475,6.247,7004.95,22.09,99.144,1,0
M-200941,Pump,Storage,Evening,Enhanced,77.869,1.6945,4.649,1459.36,60.29,85.959,4,0
M-200942,Fan,Process-B,Day,Minimal,68.446,1.808,8.176,2316.37,73.76,70.283,0,0
M-200943,Pump,,Day,Standard,65.591,3.514,3.827,3014.84,147.37,38.682,3,0
M-200944,Pump,Process-B,Day,Standard,81.454,1.5953,7.041,5948.46,132.46,65.384,0,0
M-200945,Motor,Packaging,,Minimal,64.709,1.4829,8.576,2470.01,138.74,63.345,2,0
M-200946,Motor,Utilities,Day,Standard,52.423,2.2618,5.048,9225.08,38.09,47.802,1,0
M-200947,Motor,Process-A,Day,Standard,72.469,0.7086,8.578,2446.07,166.82,66.714,2,0
M-200948,Motor,Storage,Day,Minimal,77.733,0.9034,5.579,2035.02,31.71,100.346,1,0
M-200949,Motor,Process-B,Night,Standard,49.639,0.8797,,2712.12,57.58,87.384,1,0
M-200950,Pump,Process-B,Evening,Standard,63.428,3.0447,7.891,2684.31,271.15,57.252,2,1
M-200951,Motor,Storage,Night,,75.973,4.0496,7.239,2233.75,88.41,54.952,0,0
M-200952,Motor,Packaging,Day,Standard,66.424,2.0288,6.119,5042.43,140.58,81.35,3,1
M-200953,Compressor,Packaging,Night,Minimal,76.309,1.4831,5.914,8428.85,194.43,83.626,2,1
M-200954,,Storage,Evening,Standard,71.305,1.2231,8.187,6751.61,25.04,46.505,2,0
M-200955,Compressor,Packaging,Evening,Enhanced,78.633,1.2824,5.555,7667.94,82.91,75.655,0,0
M-200956,Motor,Process-A,Night,Standard,58.582,2.0517,6.205,5676.93,176.21,72.148,2,1
M-200957,Motor,Process-B,Day,Standard,62.862,2.1522,7.057,2179.14,81.03,78.171,2,0
M-200958,,Packaging,Night,Standard,,1.3587,4.404,6148.96,74.94,,1,0
M-200959,Motor,Process-B,Evening,Standard,64.948,1.9447,6.332,2850.19,66.83,74.893,,0
M-200960,Motor,Process-A,Day,Minimal,63.731,1.1903,8.374,4091.49,62.92,50.73,1,0
M-200961,,Process-A,Day,Standard,82.991,0.8581,5.745,2300.11,,77.833,3,0
M-200962,Motor,Process-B,Evening,Standard,74.205,3.4155,8.074,5930.99,79.74,33.515,1,0
M-200963,Compressor,Utilities,Day,,70.241,2.5753,5.722,7731.15,131.81,79.289,1,0
M-200964,Motor,Process-B,Night,Enhanced,46.357,,6.938,5918.01,307.97,76.563,5,0
M-200965,Pump,,Day,Standard,,,6.054,8262.5,76.78,54.349,0,0
M-200966,Motor,Utilities,Day,Enhanced,62.715,1.163,5.23,9951.23,131.17,79.135,5,0
M-200967,Compressor,,Day,Standard,60.452,,,2504.26,105.19,78.903,2,0
M-200968,Pump,Process-A,Day,Standard,70.398,0.9692,5.629,4764.02,211.45,62.462,2,1
M-200969,,Packaging,Day,Standard,69.37,0.7055,8.461,3285.85,,,1,0
M-200970,Pump,Process-A,Day,Minimal,63.942,1.5357,4.345,1798.96,30.55,77.153,2,0
M-200971,Pump,Process-B,Day,Standard,64.119,1.7524,5.891,1414.18,24.58,89.537,2,0
M-200972,Fan,,Evening,Standard,77.617,2.8648,9.052,,42.09,64.42,4,0
M-200973,Compressor,Process-A,Day,Standard,64.39,1.897,2.398,6176.52,48.2,75.331,3,0
M-200974,Motor,Storage,Day,Standard,75.671,4.7952,4.609,6064.2,149.66,61.704,3,0
M-200975,Compressor,Packaging,Night,Standard,74.287,2.3177,,3715.62,121.16,64.549,0,1
M-200976,Motor,Process-B,Night,Enhanced,73.184,1.2591,5.823,5924.4,55.56,74.295,3,0
M-200977,Compressor,Utilities,Day,Standard,59.918,,7.345,8196.65,54.88,67.919,,0
M-200978,Motor,Process-B,Night,,74.52,3.6723,6.208,8533.48,57.67,66.617,1,0
M-200979,Fan,Process-A,Evening,Enhanced,61.099,2.1763,4.919,8153.09,59.08,90.599,3,0
M-200980,Fan,Utilities,Day,Standard,65.332,1.8671,8.322,5832.5,94.64,47.663,4,0
M-200981,Compressor,Storage,Night,Standard,70.586,1.7497,5.31,3259.7,36.83,63.856,0,0
M-200982,Fan,Packaging,Night,Standard,77.036,2.7952,7.017,3241.75,94.65,90.718,1,0
M-200983,Fan,Process-A,,Standard,66.814,1.5053,7.196,3967.72,60.45,56.807,0,0
M-200984,Compressor,Process-A,Night,Standard,46.054,,8.506,,37.76,68.865,5,0
M-200985,Pump,Storage,Night,Enhanced,73.084,1.4666,7.503,5468.09,123.65,71.455,0,0
M-200986,Pump,Packaging,Night,Standard,63.814,2.5478,6.174,4863.27,123.22,45.23,2,0
M-200987,Fan,Packaging,Day,Standard,55.659,0.9072,7.309,4811.34,4.86,50.688,3,0
M-200988,Fan,Packaging,Day,Standard,53.752,0.8778,8.248,759.97,45.05,83.049,0,0
M-200989,Fan,Process-A,Day,Standard,70.319,1.6376,8.227,,146.22,78.352,3,1
M-200990,Motor,Process-A,Evening,Minimal,58.991,1.3928,7.081,2634.26,150.49,78.867,2,0
M-200991,Motor,Process-A,Day,Enhanced,76.298,3.6257,5.925,5412.75,133.8,72.632,3,1
M-200992,Motor,Process-A,Night,Enhanced,58.436,1.5469,6.568,3452.69,71.55,80.102,1,0
M-200993,Fan,Utilities,Day,Standard,71.181,1.6515,6.624,3971.51,131.98,61.49,2,0
M-200994,Pump,Process-B,Day,Standard,,1.6473,8.209,2015.88,65.5,79.672,1,0
M-200995,Pump,Utilities,Night,Standard,81.508,1.4668,6.903,4862.42,142.73,79.194,0,0
M-200996,Pump,Packaging,Evening,Standard,66.234,1.3701,7.246,4663.47,110.92,63.309,1,0
M-200997,Compressor,Storage,Evening,Minimal,55.587,1.4417,5.818,4221.79,117.72,62.515,1,0
M-200998,Pump,,Evening,Minimal,77.174,2.4391,3.924,3948.25,162.19,80.332,1,0
M-200999,Compressor,,Evening,Enhanced,56.958,1.5426,5.376,4363.64,24.7,51.136,1,0
M-201000,Pump,Process-A,Day,Standard,69.964,0.9454,6.562,5409.79,32.35,65.54,2,0
M-201001,Motor,Packaging,Day,Standard,74.556,1.2863,8.608,2066.26,68.6,62.508,0,0
M-201002,Pump,Storage,Evening,Standard,,,7.037,2945.57,37.51,96.933,1,0
M-201003,Fan,Process-A,Day,Enhanced,86.054,2.2931,6.745,17267.81,60.24,78.705,0,0
M-201004,Motor,Packaging,Evening,,59.497,2.8546,8.26,2311.54,,76.053,4,0
M-201005,,Process-A,Day,Standard,68.113,1.1491,7.93,5858.24,49.45,48.502,1,0
M-201006,Pump,Process-A,Day,Standard,75.554,1.6085,9.571,2639.0,27.85,58.979,2,0
M-201007,Pump,Storage,,Standard,78.341,2.0915,8.658,3350.7,53.23,88.06,2,0
M-201008,Motor,Utilities,Night,Standard,55.748,2.2494,5.877,3679.27,,46.315,6,0
M-201009,Compressor,Packaging,Day,Minimal,74.006,1.1275,7.641,10077.64,97.22,101.327,,0
M-201010,Pump,Process-A,Night,Minimal,79.148,1.6069,4.644,3034.4,50.24,76.487,1,0
M-201011,Fan,Packaging,Day,Standard,69.732,1.4872,7.239,3283.53,,54.677,0,0
M-201012,Motor,Process-A,Night,Enhanced,,1.0263,6.853,4242.29,58.39,62.866,3,0
M-201013,Motor,Process-A,Day,Enhanced,60.456,,6.699,3380.58,58.17,73.98,2,0
M-201014,Motor,Process-A,Night,Standard,86.138,1.8746,7.5,9038.09,97.15,77.288,,1
M-201015,Motor,Process-B,Night,Enhanced,89.93,2.9241,4.253,3848.59,124.41,68.975,0,1
M-201016,Motor,Utilities,Day,Enhanced,71.954,1.0368,5.984,2181.24,139.09,87.423,2,0
M-201017,Compressor,Process-A,Night,Standard,84.116,,6.256,3226.71,90.74,94.443,4,1
M-201018,Motor,Packaging,Night,Standard,59.24,2.7158,9.238,6074.99,84.34,73.146,2,0
M-201019,Motor,Utilities,Day,Minimal,68.455,1.7021,7.873,3208.12,64.66,,2,0
M-201020,Motor,Packaging,Day,Standard,72.729,1.8,7.87,4117.88,12.78,88.204,1,0
M-201021,Fan,,Day,Enhanced,74.815,1.9181,5.357,1810.27,70.31,84.662,1,0
M-201022,Pump,Utilities,Night,Enhanced,78.767,3.9688,8.364,10239.84,251.85,75.226,2,1
M-201023,Motor,Utilities,Evening,Standard,66.264,1.63,9.327,9482.11,95.38,68.033,5,0
M-201024,Compressor,Utilities,Day,Enhanced,80.096,1.7729,6.951,2715.59,168.87,86.372,1,0
M-201025,Motor,,Evening,Minimal,84.271,0.7432,7.412,5123.17,134.39,74.563,2,0
M-201026,Compressor,Process-A,Night,Standard,54.12,1.1017,2.625,3273.19,181.9,80.383,0,0
M-201027,Compressor,Process-B,Night,Standard,72.302,2.2376,6.329,4537.49,245.83,82.73,1,1
M-201028,Pump,Process-A,Day,Standard,85.248,1.9715,9.008,18000.0,118.59,91.341,0,1
M-201029,Compressor,Packaging,Day,Standard,78.611,0.7381,6.348,7744.03,,,0,0
M-201030,Pump,Utilities,Day,Standard,65.462,0.883,6.013,1661.31,,40.448,2,0
M-201031,Motor,Packaging,Day,Standard,80.848,1.4227,4.744,10227.74,38.3,74.605,2,0
M-201032,Compressor,Storage,Evening,Minimal,70.598,1.1594,4.464,5557.55,45.93,67.926,1,0
M-201033,Compressor,Process-A,Evening,Minimal,67.389,1.991,7.206,12639.99,170.36,38.3,3,1
M-201034,,Process-B,Night,Standard,71.787,,8.625,1349.07,83.41,84.481,0,0
M-201035,Pump,Packaging,Day,Enhanced,74.389,2.7067,9.491,2767.62,76.1,76.627,,0
M-201036,Pump,Packaging,Evening,Standard,72.265,1.5194,8.832,3854.2,17.32,53.349,1,0
M-201037,Motor,Utilities,Day,Enhanced,69.389,1.5294,7.863,789.89,115.79,45.508,2,0
M-201038,Compressor,Process-A,Day,Standard,72.582,2.1277,8.571,1652.22,130.83,49.49,0,0
M-201039,Compressor,,Day,Standard,49.339,1.8638,8.403,3811.39,115.62,62.972,3,0
M-201040,Pump,Process-B,Evening,Standard,55.584,1.9313,6.142,9580.29,49.28,66.385,1,0
M-201041,Motor,Process-A,Day,Minimal,71.799,2.7051,7.024,5380.29,49.45,103.36,1,1
M-201042,Fan,Process-B,Day,Standard,72.621,0.8541,7.544,2373.92,50.99,68.969,1,0
M-201043,Fan,Process-A,Evening,Standard,62.847,2.2405,8.635,3444.99,80.63,58.073,5,0
M-201044,Motor,Packaging,Day,Enhanced,81.429,2.8921,6.583,1985.14,309.33,63.658,3,1
M-201045,Motor,Utilities,Day,Enhanced,80.716,1.4434,,1596.27,65.65,82.53,1,0
M-201046,Pump,Storage,Day,Standard,70.675,1.1325,6.183,4333.85,,76.736,5,0
M-201047,Compressor,Process-A,Day,Standard,78.452,1.5467,6.591,3453.04,107.94,86.61,0,0
M-201048,Compressor,Process-B,Evening,Minimal,71.298,1.13,5.105,3255.45,22.84,92.854,1,1
M-201049,Pump,Packaging,Night,Enhanced,51.463,1.2857,6.046,8267.55,66.9,79.045,1,0
M-201050,Compressor,Utilities,Night,Enhanced,70.161,3.1452,5.002,1868.06,99.3,55.029,2,0
M-201051,Motor,Process-A,Day,Enhanced,,1.5002,5.966,3435.83,69.67,78.912,1,0
M-201052,Compressor,Process-B,,Enhanced,57.058,1.589,8.954,10796.79,38.26,78.613,1,0
M-201053,Pump,Utilities,Day,Enhanced,75.803,,6.678,11107.51,50.96,84.438,2,0
M-201054,Pump,Utilities,,Standard,69.303,1.389,,7263.59,147.77,57.703,0,0
M-201055,Compressor,Process-A,Day,,72.257,2.0377,5.987,9203.34,62.91,83.462,0,1
M-201056,Fan,Process-A,,Enhanced,84.926,1.5519,6.882,3472.44,301.5,71.152,2,1
M-201057,Compressor,Process-B,Day,Standard,72.813,2.1426,8.321,11159.85,,68.894,3,0
M-201058,Pump,Storage,Evening,Enhanced,55.32,5.127,9.959,15522.25,40.18,61.375,0,0
M-201059,Pump,Process-B,Night,Standard,59.239,1.5713,7.685,6346.19,9.52,75.013,2,0
M-201060,Motor,Process-A,Night,Minimal,58.18,1.9258,7.402,7707.57,46.07,69.912,2,0
M-201061,Compressor,Process-B,Night,Minimal,73.659,2.8052,9.006,4314.15,67.18,68.34,2,0
M-201062,Compressor,Packaging,Night,Minimal,82.857,2.2307,10.424,4170.04,49.98,84.946,2,0
M-201063,Motor,Process-A,Evening,Enhanced,67.671,0.557,6.146,3177.8,170.41,87.355,1,0
M-201064,Compressor,Packaging,Day,Minimal,66.996,1.3,9.177,1155.68,107.74,97.245,1,0
M-201065,Compressor,Process-B,Day,Enhanced,56.261,3.5303,6.427,7814.13,48.72,61.785,1,0
M-201066,,Process-B,Evening,Standard,85.357,0.8035,6.803,5359.3,144.36,98.246,3,1
M-201067,Pump,Process-A,Day,Standard,93.345,1.447,7.165,9833.66,87.37,46.95,1,0
M-201068,Motor,Process-A,Day,Standard,64.312,1.8746,6.461,2250.09,,79.419,1,0
M-201069,Pump,Process-A,Night,Standard,67.035,1.3922,6.145,10157.4,51.46,110.0,1,0
M-201070,Compressor,Packaging,Evening,Standard,59.695,1.484,7.18,3486.22,55.27,,1,0
M-201071,Compressor,Process-B,Night,Standard,58.801,,8.202,1434.54,56.34,93.126,3,0
M-201072,,Process-A,Evening,Minimal,63.238,1.6902,8.957,8248.1,192.36,76.609,1,1
M-201073,Motor,Packaging,Night,Minimal,65.764,2.5317,5.798,4489.16,39.54,71.638,3,0
M-201074,Compressor,Process-B,Day,Enhanced,74.292,1.406,,4970.3,34.58,91.538,2,0
M-201075,Fan,Process-A,Night,Standard,70.947,1.7778,7.955,2226.29,117.95,97.135,0,0
M-201076,Compressor,Packaging,Evening,Minimal,73.146,1.6339,,9061.08,26.6,69.764,3,1
M-201077,Compressor,Packaging,Day,Enhanced,50.536,,6.425,7416.3,86.56,66.907,1,0
M-201078,Pump,Process-A,Evening,Standard,67.32,0.9531,5.379,4120.65,27.49,87.702,2,0
M-201079,Motor,Utilities,Day,Minimal,71.445,1.8047,6.988,4565.48,68.41,78.098,0,0
M-201080,Fan,Process-B,Day,Enhanced,82.334,2.4059,7.95,6659.63,,82.695,1,0
M-201081,Pump,Storage,Night,Standard,74.397,1.0361,5.727,5159.74,69.45,75.805,,0
M-201082,Compressor,Utilities,Day,Standard,,1.2683,9.324,4088.29,75.9,82.36,5,0
M-201083,Motor,,Day,Standard,74.863,2.372,5.7,807.84,93.56,66.226,3,0
M-201084,Fan,Storage,Day,Enhanced,73.834,1.1821,8.064,7100.03,99.36,72.312,2,0
M-201085,Motor,Process-A,Day,Standard,63.052,1.6303,7.001,6628.01,98.5,67.028,1,0
M-201086,Motor,Process-A,Day,Standard,57.771,2.2943,8.749,6147.41,122.38,65.644,2,0
M-201087,Compressor,Packaging,Night,Standard,68.315,0.8149,7.061,4456.67,46.93,62.079,1,0
M-201088,Motor,Process-A,Day,Standard,71.97,1.3964,6.509,6878.62,,61.757,3,0
M-201089,Pump,Process-A,Evening,Standard,72.379,1.2836,7.071,5447.76,78.64,52.594,1,0
M-201090,Pump,Process-B,Evening,,69.906,1.803,6.907,4671.16,107.09,79.182,1,1
M-201091,Motor,Packaging,Night,Standard,68.315,1.3394,8.635,5412.23,84.71,57.933,0,1
M-201092,Compressor,Storage,Evening,Enhanced,,1.0746,6.601,3108.14,39.21,57.074,,0
M-201093,Pump,Packaging,Evening,Enhanced,70.888,1.8852,8.08,3092.44,18.85,57.832,3,0
M-201094,Motor,Storage,Day,Standard,61.161,2.3906,6.619,3201.37,22.99,110.0,1,0
M-201095,Motor,Storage,Day,Minimal,68.068,1.3217,8.134,7232.76,189.68,,4,0
M-201096,Compressor,Process-B,Day,Standard,67.361,2.0091,6.494,11062.74,73.88,70.881,2,0
M-201097,Motor,Process-B,Day,Standard,76.241,2.4479,6.86,4382.86,113.19,54.923,3,0
M-201098,Motor,Process-B,Night,Enhanced,65.316,2.738,5.388,10878.21,,38.861,2,0
M-201099,Motor,Utilities,Evening,Standard,72.413,1.0819,4.708,3751.23,107.27,62.752,3,0
M-201100,Compressor,Packaging,Evening,Minimal,66.052,1.8636,6.778,2400.03,99.82,82.798,1,0
M-201101,Motor,Process-A,Day,Standard,51.639,1.2715,7.054,1005.43,72.5,,1,0
M-201102,Motor,Process-B,Day,Minimal,60.46,1.4384,3.112,3500.72,78.27,44.805,2,0
