record_id,machine_type,shift,plant_area,load_percent,temperature_c,vibration_mm_s,age_years,days_since_service,operating_hours,prior_failures,maintenance_duration_hours
REC-00820,Compressor,Night,Packaging,74.694,73.946,0.6998,5.077,252.9,1731.26,2.0,76.339
REC-00821,Pump,Night,Process-B,83.543,75.572,1.7985,2.263,57.77,7460.32,0.0,89.244
REC-00822,Fan,Day,Packaging,93.363,52.481,1.3531,20.457,40.48,1629.83,2.0,55.461
REC-00823,Pump,Day,Process-B,58.586,70.097,0.632,8.623,9.32,6956.7,3.0,65.625
REC-00824,Compressor,Day,Utilities,60.403,79.206,,1.384,38.24,4439.02,0.0,72.705
REC-00825,Compressor,Evening,Process-A,83.993,62.307,1.6427,6.247,145.27,5972.19,2.0,86.804
REC-00826,Pump,,Utilities,104.368,52.762,2.6903,6.507,56.76,6905.95,2.0,68.292
REC-00827,Fan,Day,Utilities,71.643,53.716,0.9715,1.953,144.87,4010.57,2.0,37.53
REC-00828,Pump,Day,Process-A,73.993,79.38,,2.086,69.37,6414.39,2.0,71.169
REC-00829,Compressor,Night,Process-A,82.385,42.191,1.6511,17.002,216.25,13245.12,3.0,123.249
REC-00830,Motor,Night,Packaging,,,0.4808,9.302,78.27,4584.55,0.0,43.702
REC-00831,Compressor,Evening,Packaging,77.927,73.929,1.0126,8.574,97.13,7108.47,0.0,71.868
REC-00832,Pump,,,65.512,82.891,2.9558,,56.1,6558.07,4.0,109.173
REC-00833,Fan,Night,Process-B,78.206,90.004,2.3423,5.695,26.96,3547.99,2.0,76.219
REC-00834,Motor,Evening,Packaging,73.095,90.897,2.5799,16.293,129.96,9120.26,4.0,95.112
REC-00835,Motor,Day,Utilities,51.355,85.242,1.2922,7.88,41.32,2860.0,0.0,61.172
REC-00836,Motor,Night,Utilities,48.188,63.906,1.4919,4.799,172.96,990.2,1.0,59.363
REC-00837,Motor,Day,Utilities,74.65,69.507,0.9471,4.314,95.91,3596.37,1.0,37.486
REC-00838,Motor,Day,Process-B,98.637,66.697,1.0246,14.62,38.76,6374.98,0.0,63.863
REC-00839,Pump,Day,Packaging,64.587,69.031,1.5157,8.241,67.54,5222.6,4.0,59.584
REC-00840,Pump,Evening,Utilities,68.726,56.214,2.2382,2.615,76.28,8593.22,1.0,56.686
REC-00841,Compressor,Day,Process-B,67.532,67.325,,8.953,12.67,8756.62,2.0,88.918
REC-00842,Motor,Night,Utilities,67.08,84.592,2.6322,1.541,53.41,2266.91,0.0,69.446
REC-00843,Compressor,Day,Process-B,88.341,62.843,1.6984,1.323,60.36,4436.51,1.0,82.162
REC-00844,Fan,Day,Packaging,77.126,62.144,1.4942,1.639,119.13,4680.72,0.0,30.328
REC-00845,Compressor,Night,Packaging,,87.618,,6.833,65.27,8468.65,3.0,95.56
REC-00846,Pump,Night,Process-A,79.524,66.402,2.1514,2.307,69.89,8226.9,0.0,63.836
REC-00847,Pump,Day,Process-A,74.054,79.12,1.1617,10.414,53.74,3110.13,0.0,58.806
REC-00848,Compressor,Day,Process-B,97.406,64.759,1.3928,4.441,45.56,4099.68,2.0,93.728
REC-00849,Motor,Day,Utilities,49.624,62.794,1.3489,1.063,90.93,4847.65,1.0,49.712
REC-00850,Fan,Evening,Process-B,81.277,57.982,2.319,2.562,39.79,4624.39,1.0,59.445
REC-00851,Pump,Day,Packaging,79.797,53.734,2.4332,,,5828.05,2.0,39.938
REC-00852,Fan,Night,Process-B,34.441,52.953,2.7796,17.212,58.98,3176.65,1.0,69.913
REC-00853,Fan,Day,Packaging,107.644,,0.7738,,42.72,7026.16,1.0,39.081
REC-00854,Pump,Evening,Utilities,88.208,58.65,0.6867,4.889,82.31,4272.88,1.0,67.439
REC-00855,Compressor,Evening,Process-B,54.042,73.591,0.5407,4.366,114.57,9997.13,0.0,90.507
REC-00856,Motor,Evening,Utilities,78.475,59.101,0.7628,4.038,,1248.45,2.0,37.235
REC-00857,Motor,Evening,Process-A,36.133,63.683,0.6876,7.502,46.15,2879.46,0.0,53.76
REC-00858,Motor,Day,Process-A,62.396,61.596,1.5939,,49.43,2935.25,1.0,47.695
REC-00859,Pump,Night,Process-A,98.23,63.049,1.0198,5.011,23.03,4061.64,3.0,79.967
REC-00860,Pump,Evening,Process-A,60.463,,1.9374,5.051,142.96,5654.66,3.0,69.354
REC-00861,Fan,,Process-A,66.369,58.423,3.1091,6.941,132.5,8442.02,0.0,60.355
REC-00862,Compressor,Night,Process-B,45.022,65.015,1.2224,6.932,87.14,2251.82,4.0,94.675
REC-00863,Motor,Day,Process-A,80.009,,1.3688,6.571,49.09,6160.1,,59.644
REC-00864,Fan,Evening,Process-B,37.24,71.315,2.1538,1.089,50.47,2228.61,3.0,58.801
REC-00865,Motor,Night,Process-B,66.758,57.636,1.9742,14.508,35.0,9820.34,1.0,80.902
REC-00866,Compressor,Evening,Process-A,53.792,62.139,,6.405,71.92,6112.11,5.0,85.502
REC-00867,Compressor,Day,,71.869,67.954,,3.546,9.7,2496.5,0.0,63.891
REC-00868,Pump,Evening,Packaging,70.395,54.805,1.3309,3.193,61.61,6767.05,1.0,61.386
REC-00869,Pump,Night,Utilities,99.63,66.556,1.8664,5.784,86.82,7500.31,2.0,89.486
REC-00870,Pump,Night,Packaging,79.441,56.895,1.206,6.653,107.33,7131.88,2.0,65.965
REC-00871,Compressor,Day,Packaging,94.858,54.452,1.279,5.375,75.53,1880.64,0.0,61.198
REC-00872,Motor,Day,Process-A,89.716,61.661,,7.55,71.83,10376.1,3.0,61.191
REC-00873,Fan,Day,Packaging,78.155,63.033,1.2053,11.612,53.88,4292.41,3.0,46.625
REC-00874,Compressor,Day,Utilities,48.935,62.23,,11.113,111.92,9903.55,1.0,69.09
REC-00875,Motor,Night,Process-A,74.325,81.914,1.7301,8.763,103.76,4184.67,0.0,68.931
REC-00876,Motor,Evening,Process-B,94.495,,2.4337,3.746,152.26,1160.63,2.0,71.497
REC-00877,Motor,Evening,Process-B,78.692,75.858,1.4084,10.121,55.85,5190.67,0.0,61.175
REC-00878,Fan,Day,Process-B,69.357,77.416,2.8692,2.868,31.63,2520.39,1.0,55.062
REC-00879,Compressor,Night,Process-A,44.288,61.066,1.4125,13.569,48.42,1330.66,1.0,71.374
REC-00880,Fan,Day,,68.732,53.978,0.7175,2.198,205.15,8866.69,,61.346
REC-00881,Compressor,Night,Process-A,102.967,65.102,4.7089,,,4992.24,,98.276
REC-00882,Pump,Day,,77.671,78.547,0.7437,2.276,45.04,3090.46,0.0,58.008
REC-00883,Motor,,Process-B,58.642,64.009,,,75.46,5931.78,1.0,63.656
REC-00884,Motor,Night,,73.414,57.135,2.0572,4.651,221.98,2797.6,3.0,65.186
REC-00885,Compressor,Evening,Process-A,48.266,60.497,1.6832,5.723,90.38,2365.11,2.0,71.904
REC-00886,Compressor,Night,Utilities,91.986,60.449,0.73,13.908,77.54,3847.9,0.0,80.68
REC-00887,Motor,Day,,74.496,58.565,2.7227,10.176,23.35,4593.46,3.0,66.351
REC-00888,Motor,Day,Process-A,63.406,52.057,1.2997,7.207,97.85,7688.08,0.0,54.332
REC-00889,Fan,Evening,Process-B,55.119,65.983,1.3994,12.094,86.33,13094.93,1.0,73.936
REC-00890,Motor,Evening,Packaging,65.554,63.98,0.9738,7.46,140.17,3054.59,3.0,46.002
REC-00891,,Day,Packaging,77.449,77.886,2.2691,2.359,82.61,,1.0,54.387
REC-00892,Fan,Day,Process-A,96.828,73.175,1.1203,,169.13,,1.0,51.903
REC-00893,Compressor,Evening,Process-B,66.569,44.152,1.0812,6.395,12.8,4212.21,1.0,71.35
REC-00894,Motor,Day,Process-A,64.698,,3.2205,1.656,160.07,,3.0,57.664
REC-00895,,Night,Utilities,71.356,65.271,2.1111,10.39,39.74,3103.57,1.0,67.565
REC-00896,Motor,Evening,Process-A,61.767,78.643,0.9268,13.768,275.76,7174.22,1.0,93.481
REC-00897,Fan,Day,Packaging,83.795,69.308,1.558,11.092,,6119.17,4.0,48.793
REC-00898,Motor,Day,Process-B,73.916,57.974,0.6863,1.916,74.91,3145.22,0.0,44.469
REC-00899,Motor,Evening,Process-B,63.118,69.136,2.1207,2.154,112.11,2758.72,2.0,71.397
REC-00900,Compressor,Evening,Utilities,79.101,56.857,1.088,3.689,68.48,4076.18,0.0,64.404
REC-00901,Pump,Evening,Packaging,77.418,59.898,2.5613,5.073,199.33,7036.31,5.0,82.988
REC-00902,Motor,Day,Process-B,51.139,73.769,1.3725,3.456,268.96,3780.23,1.0,68.717
REC-00903,Fan,Evening,Utilities,65.296,87.698,1.5081,5.683,80.66,2227.79,0.0,41.864
REC-00904,Fan,Evening,Process-B,69.742,78.228,1.3202,3.663,73.39,3951.67,0.0,57.921
REC-00905,Motor,Day,Process-A,63.676,78.677,0.7541,2.691,30.14,1359.39,1.0,52.633
REC-00906,Fan,Evening,Process-A,72.106,79.501,1.3397,7.663,,7479.16,1.0,72.828
REC-00907,Fan,Evening,Process-A,85.09,67.702,1.1924,,101.21,6791.64,0.0,60.607
REC-00908,Motor,Day,Process-A,69.862,,1.3877,3.245,64.94,3739.88,3.0,61.519
REC-00909,Compressor,Day,Packaging,90.278,63.195,3.074,5.747,26.03,4362.04,4.0,87.654
REC-00910,Compressor,Evening,Packaging,84.092,51.255,1.849,5.592,25.51,4198.49,1.0,67.946
REC-00911,Compressor,Day,Process-A,64.62,69.205,1.1946,10.527,22.95,8266.23,3.0,87.942
REC-00912,,Night,Process-B,46.991,63.736,0.8173,5.063,36.02,6437.21,2.0,69.591
REC-00913,Motor,Day,Utilities,81.105,57.624,0.8158,22.0,32.69,2914.39,1.0,56.738
REC-00914,Compressor,Day,Process-A,67.36,46.672,2.1144,4.059,189.68,5636.28,3.0,82.603
REC-00915,Pump,Evening,Process-B,73.163,60.64,1.6544,1.289,73.0,10491.66,4.0,81.89
REC-00916,Fan,Day,Process-A,50.633,73.033,0.7945,4.53,124.45,6289.34,0.0,49.213
REC-00917,Motor,Day,Packaging,71.995,58.407,2.0561,15.235,184.05,,1.0,51.938
REC-00918,Fan,Night,Utilities,76.944,57.258,0.5889,3.66,148.09,5302.93,1.0,52.347
REC-00919,Motor,Day,Packaging,,60.983,0.6615,8.976,53.0,3978.0,2.0,39.426
REC-00920,Compressor,Day,Utilities,85.687,76.54,5.551,3.745,94.84,1034.94,1.0,92.006
REC-00921,Compressor,Day,Utilities,58.284,54.849,1.3503,1.141,78.52,8575.95,1.0,61.36
REC-00922,Motor,Day,Process-A,37.273,66.081,0.9668,11.394,101.03,4577.18,1.0,45.606
REC-00923,Compressor,Day,Utilities,100.048,52.541,1.7731,3.059,67.93,7877.23,3.0,78.076
REC-00924,Motor,Day,Process-A,85.899,75.55,0.882,20.29,7.8,1997.23,3.0,63.88
REC-00925,Compressor,Day,Utilities,77.691,58.317,1.2809,4.038,,11819.77,2.0,66.595
REC-00926,Compressor,Day,Process-B,71.532,73.83,1.2591,4.008,110.33,4639.34,3.0,74.835
REC-00927,Pump,Day,Process-A,48.094,83.898,2.0549,5.304,62.33,7297.02,2.0,72.335
REC-00928,Motor,Day,Process-A,47.4,65.359,3.8104,1.91,128.51,1606.92,1.0,61.466
REC-00929,Pump,Day,Packaging,108.284,66.515,0.7406,6.252,113.28,3843.02,3.0,67.894
REC-00930,Motor,Day,Process-A,92.572,64.898,1.8064,4.63,95.77,3702.64,0.0,49.69
REC-00931,Motor,Day,Process-B,85.398,66.983,1.274,6.851,138.1,1713.04,2.0,61.344
REC-00932,Fan,Day,Process-B,,46.193,2.0883,3.554,111.92,,2.0,56.429
REC-00933,Fan,Day,,62.665,71.864,2.8928,13.723,2.92,3770.28,1.0,61.993
REC-00934,Motor,Night,Process-A,63.067,73.43,1.4907,6.417,169.85,11697.16,3.0,74.17
REC-00935,Compressor,Night,Process-B,90.54,46.184,0.9229,2.187,147.18,,4.0,93.944
REC-00936,Motor,Day,Packaging,76.483,72.456,1.6291,3.301,121.38,1656.77,3.0,48.785
REC-00937,Motor,Day,Process-A,83.735,63.494,0.535,3.029,27.62,4014.62,2.0,54.696
REC-00938,Motor,Day,Process-B,84.0,61.526,1.4769,4.395,32.5,12137.5,2.0,57.293
REC-00939,Pump,Night,Process-A,54.997,86.122,1.4137,5.001,37.85,5770.78,1.0,79.592
REC-00940,Compressor,Evening,Process-B,67.028,65.937,0.9111,10.436,83.74,13230.6,1.0,97.25
REC-00941,Fan,Day,Process-B,70.723,59.689,1.28,6.144,18.5,3635.43,1.0,45.481
REC-00942,Compressor,Night,Process-B,71.27,58.589,2.0274,13.863,25.37,1631.9,0.0,78.62
REC-00943,Motor,Evening,Process-A,96.431,72.635,2.0264,4.015,45.2,7649.33,2.0,66.441
REC-00944,Pump,Night,Process-A,82.749,65.691,4.4198,3.157,64.81,4222.1,2.0,70.932
REC-00945,Compressor,Day,Process-A,71.99,80.294,,5.151,97.28,17954.99,1.0,101.776
REC-00946,Motor,Day,Process-A,110.0,57.629,1.5415,10.853,66.02,2398.23,0.0,61.559
REC-00947,Fan,Evening,Process-A,52.841,62.999,2.9171,8.206,49.19,6786.19,0.0,56.662
REC-00948,Motor,Day,Process-B,88.312,75.074,1.9736,6.561,84.49,11569.99,2.0,81.424
REC-00949,Compressor,Night,Process-B,48.817,58.438,2.9107,9.448,92.04,5386.41,2.0,89.462
REC-00950,Compressor,Evening,Process-A,75.974,80.085,1.3794,2.479,54.18,5616.17,5.0,85.765
REC-00951,Motor,Day,Utilities,,71.175,1.806,9.666,59.94,3838.36,1.0,46.548
REC-00952,,Day,Process-B,99.299,,0.6997,15.951,74.62,2867.28,1.0,85.287
REC-00953,Fan,Day,Process-B,110.0,73.944,2.0308,0.837,64.8,3964.97,1.0,59.013
REC-00954,Pump,Evening,Process-B,64.754,52.101,1.1698,,183.15,2140.57,1.0,50.5
REC-00955,Pump,Evening,Process-A,63.048,73.423,0.9852,6.8,51.31,2573.18,1.0,58.994
REC-00956,Pump,Day,Utilities,81.685,61.492,2.0426,11.985,,4472.82,4.0,52.295
REC-00957,Compressor,Day,Process-B,83.64,50.596,3.1623,7.817,60.69,2991.99,2.0,82.229
REC-00958,Compressor,Night,Process-B,58.481,58.774,3.6085,3.664,89.42,2314.01,1.0,84.306
REC-00959,,Evening,Packaging,,63.124,1.0171,2.515,47.67,5465.05,1.0,47.015
REC-00960,Compressor,Day,Process-A,87.352,72.117,1.6964,8.793,330.0,6019.56,2.0,105.975
REC-00961,Motor,Night,Process-B,91.161,67.419,1.741,3.006,49.97,3827.66,1.0,64.273
REC-00962,Pump,Evening,Process-B,96.286,55.51,2.631,13.811,42.97,3247.37,1.0,65.909
REC-00963,Motor,Night,Process-A,60.711,77.356,,6.317,123.58,3436.06,0.0,77.855
REC-00964,Fan,Day,,84.614,59.754,0.4941,8.592,48.36,896.75,2.0,38.218
REC-00965,Fan,Day,Process-B,50.928,73.78,2.8814,19.36,142.3,4378.42,2.0,71.516
REC-00966,,Day,Process-A,78.883,65.675,1.1354,6.94,,3182.37,1.0,45.925
REC-00967,Compressor,Day,Process-B,56.28,61.205,0.6659,14.236,119.03,,2.0,68.725
REC-00968,Motor,Night,Packaging,55.844,68.051,,7.454,31.13,1404.97,0.0,51.152
REC-00969,Motor,,Utilities,81.836,62.66,1.5847,6.602,59.87,8077.06,2.0,53.446
REC-00970,Compressor,Day,Packaging,59.65,56.234,0.9007,8.095,18.21,3635.24,1.0,44.211
REC-00971,Fan,Night,Process-B,68.271,65.313,1.0845,4.534,126.74,9349.43,1.0,65.603
REC-00972,,Day,Process-B,,56.53,1.7725,9.211,55.99,3555.74,0.0,68.235
REC-00973,Compressor,Evening,Process-B,72.527,49.795,2.4187,10.14,85.12,2312.24,2.0,88.02
REC-00974,Fan,Evening,Process-A,44.77,83.579,0.9395,12.357,31.72,227.91,1.0,59.491
REC-00975,Fan,Day,Packaging,87.199,60.655,2.886,10.936,190.17,6421.35,1.0,60.319
REC-00976,Fan,Night,Packaging,74.072,51.487,1.2841,4.928,75.99,3258.63,0.0,34.578
REC-00977,,Day,Packaging,84.871,59.801,0.8947,4.112,135.1,2988.72,1.0,37.077
REC-00978,Motor,Day,Process-A,61.948,79.838,1.6994,3.571,143.53,6135.57,0.0,60.623
REC-00979,Pump,Day,Packaging,47.25,49.258,2.4317,4.304,58.43,13180.01,0.0,50.323
REC-00980,Compressor,Night,Packaging,66.423,70.072,,13.664,41.51,2185.98,0.0,70.529
REC-00981,Motor,Night,Process-B,59.701,70.461,0.3305,2.601,79.46,1486.23,2.0,54.891
REC-00982,,Night,Utilities,69.297,68.213,1.0371,12.112,71.53,7182.23,1.0,58.124
REC-00983,Pump,Evening,Packaging,78.246,50.671,1.1922,,34.51,4872.42,0.0,33.109
REC-00984,Motor,Night,Process-B,94.318,,2.3099,5.682,105.75,5074.14,3.0,81.087
REC-00985,Pump,Evening,Process-B,73.924,66.648,1.4692,5.83,105.38,4460.14,6.0,90.2
REC-00986,Pump,Evening,Process-A,89.858,60.42,1.8002,11.885,30.05,4388.53,1.0,61.852
REC-00987,,Night,Process-B,64.033,60.382,1.2607,0.357,208.2,3379.85,1.0,63.001
REC-00988,,Night,Process-A,60.56,,1.9141,6.505,129.74,4277.98,0.0,60.489
REC-00989,Motor,Night,Process-A,43.761,65.042,1.5103,4.675,,2578.1,1.0,47.374
REC-00990,Pump,Day,Utilities,55.729,67.002,1.4116,5.766,44.43,2967.2,3.0,53.456
REC-00991,Motor,Night,Packaging,79.145,52.135,1.2767,22.0,6.57,8656.58,2.0,82.645
REC-00992,Pump,Evening,Process-B,42.749,79.2,1.0994,2.119,47.68,4345.99,1.0,72.165
REC-00993,Motor,Evening,Utilities,,70.211,0.857,4.892,113.91,6561.88,1.0,43.613
REC-00994,Motor,Day,Process-B,61.885,,,18.619,48.5,6329.27,0.0,66.197
REC-00995,Motor,Day,Packaging,102.423,67.13,,1.482,81.44,7338.44,3.0,60.092
REC-00996,Motor,Night,Process-B,49.287,,1.5502,,50.73,1748.37,3.0,60.339
REC-00997,Fan,Night,Process-A,64.537,52.368,1.7269,4.109,143.84,5857.08,0.0,53.752
REC-00998,Motor,Evening,Process-B,84.873,62.438,1.7885,8.628,39.54,15751.88,1.0,83.129
REC-00999,Motor,Evening,Process-B,45.502,43.622,1.1852,1.853,185.34,7434.97,1.0,61.567
REC-01000,Pump,Day,Process-A,63.47,76.243,3.0891,3.808,83.13,3988.04,2.0,72.431
REC-01001,Fan,Day,Utilities,63.588,74.009,3.6572,8.63,72.59,2789.65,0.0,40.322
REC-01002,Compressor,Day,Utilities,70.382,51.6,1.5832,10.242,32.08,10965.65,0.0,62.172
REC-01003,Motor,Evening,Process-A,67.046,90.121,1.2538,6.981,79.42,9460.09,0.0,79.283
REC-01004,Pump,Day,Process-B,59.674,71.104,1.115,3.128,47.51,9988.68,2.0,63.112
REC-01005,Compressor,Night,Utilities,85.379,68.287,2.3283,10.707,33.45,2519.22,2.0,87.312
REC-01006,Pump,Night,Process-B,76.876,58.8,2.9599,1.736,181.62,3659.93,3.0,78.528
REC-01007,Pump,Day,Process-B,74.411,,2.4114,4.635,22.69,2533.85,2.0,68.627
REC-01008,Compressor,Night,Process-A,68.661,61.585,2.3057,4.526,34.85,18000.0,1.0,106.051
REC-01009,Compressor,Evening,Process-A,46.98,79.615,1.3965,3.618,42.93,11361.91,0.0,79.665
REC-01010,Fan,Evening,Utilities,71.891,67.295,0.794,13.414,80.49,11759.03,0.0,51.351
REC-01011,Motor,,Process-A,56.945,72.617,0.8172,10.542,,709.91,1.0,37.806
REC-01012,Compressor,Night,,57.8,65.675,1.0103,10.885,144.27,11745.42,3.0,109.991
REC-01013,Compressor,Day,Process-B,54.612,70.88,1.3323,0.741,78.76,6223.12,0.0,62.958
REC-01014,Fan,Evening,Packaging,70.787,59.454,1.0973,5.754,52.45,,1.0,44.933
REC-01015,Pump,Evening,Process-B,70.327,59.642,1.5536,6.512,28.34,7363.83,1.0,65.481
REC-01016,Compressor,Day,Packaging,74.58,70.783,1.2692,9.092,146.72,6080.74,0.0,71.45
REC-01017,Compressor,Evening,Packaging,45.022,57.764,1.9983,6.155,42.4,4478.09,1.0,68.594
REC-01018,Compressor,Day,Process-A,61.928,78.637,2.3005,3.008,169.06,2658.55,1.0,82.314
REC-01019,Fan,Day,Process-B,83.639,69.564,1.1022,8.818,178.64,1081.59,2.0,61.268
REC-01020,Compressor,Day,Packaging,78.347,60.76,0.8237,2.033,151.03,9315.44,2.0,55.932
REC-01021,Compressor,Day,Process-B,86.14,67.699,4.0504,2.849,28.88,4260.78,1.0,88.252
REC-01022,Pump,Evening,Process-A,49.548,57.563,1.7554,,57.81,6288.05,0.0,67.193
REC-01023,Motor,Evening,Process-A,93.584,79.896,2.2553,14.454,98.25,8192.01,2.0,79.689
REC-01024,Motor,Day,Packaging,71.829,62.744,1.9558,1.313,92.42,4534.78,4.0,45.134
REC-01025,Pump,Day,Packaging,98.212,64.22,2.6275,13.765,103.54,11216.47,2.0,81.249
REC-01026,Motor,Night,Utilities,,62.62,1.2037,6.52,11.6,6921.1,3.0,54.212
REC-01027,Motor,Night,Process-A,27.886,80.834,1.9234,3.356,74.14,10304.04,2.0,67.686
REC-01028,Compressor,Day,Process-B,36.753,45.136,1.1237,8.2,123.26,1479.97,0.0,67.667
REC-01029,Pump,Day,Packaging,49.337,73.297,0.3698,8.127,184.92,10072.69,0.0,49.469
REC-01030,Compressor,Night,Packaging,98.975,74.935,0.8789,7.863,128.18,10494.14,1.0,100.107
REC-01031,Compressor,Night,Packaging,74.655,60.476,0.8178,0.897,72.69,5394.53,1.0,64.544
REC-01032,Pump,Evening,Process-B,,75.282,0.7004,8.155,22.96,10787.11,1.0,94.321
REC-01033,Motor,Night,Process-A,,65.527,1.6508,1.764,53.92,6624.21,4.0,75.19
REC-01034,Motor,Night,Process-B,64.322,73.703,1.8965,7.568,28.65,5871.25,2.0,71.94
REC-01035,Motor,Evening,Process-B,72.667,76.696,2.2198,8.807,78.21,3177.64,1.0,68.413
REC-01036,Motor,Day,Process-B,,72.641,0.7419,3.899,99.81,6485.15,2.0,60.057
REC-01037,Motor,Evening,Process-B,79.023,101.439,2.7756,7.494,108.86,5670.08,,118.635
REC-01038,Motor,Day,Process-B,100.799,64.036,1.5379,11.754,53.23,9912.86,0.0,70.479
REC-01039,Pump,Evening,Process-B,55.369,74.044,1.8903,1.136,68.38,5203.26,1.0,73.491
REC-01040,Pump,Evening,Packaging,81.818,79.402,1.4861,3.196,22.28,3333.36,1.0,62.197
REC-01041,Motor,Night,Process-B,86.178,78.08,1.5751,3.758,114.26,6057.19,0.0,79.085
REC-01042,Fan,Evening,Utilities,87.767,56.322,1.4761,3.66,259.72,5314.85,1.0,50.995
REC-01043,Fan,Night,Utilities,67.737,71.168,2.5485,1.657,68.96,748.38,2.0,52.906
REC-01044,Motor,Evening,Process-A,80.209,65.194,1.2367,11.817,76.25,3643.85,1.0,55.928
REC-01045,Motor,Day,Process-B,63.846,69.434,2.4444,22.0,58.31,8676.55,1.0,87.286
REC-01046,Motor,Night,Utilities,67.736,62.683,0.9183,3.35,40.31,3296.11,4.0,52.863
REC-01047,Pump,Day,Process-A,63.571,66.292,1.873,4.599,,10633.36,2.0,73.975
REC-01048,Compressor,Day,Utilities,95.457,58.403,2.4411,5.634,54.31,524.32,2.0,77.793
REC-01049,Compressor,Day,Packaging,77.753,,1.1989,5.256,113.14,4874.0,2.0,63.603
REC-01050,Compressor,Day,Utilities,61.119,51.587,1.2359,6.825,125.64,4547.21,4.0,58.692
REC-01051,Pump,Day,Packaging,92.152,75.402,0.8713,7.185,,5861.94,1.0,60.855
REC-01052,Motor,Evening,Utilities,64.504,62.206,1.6807,3.014,64.62,8533.54,2.0,61.567
REC-01053,Pump,Evening,Process-B,93.313,64.391,2.5519,19.673,132.61,5726.06,4.0,103.734
REC-01054,Compressor,Day,Utilities,65.384,78.42,3.4842,4.393,,4925.36,1.0,94.217
REC-01055,Compressor,Day,Process-A,63.12,70.775,2.8006,2.509,51.09,6559.71,3.0,72.009
REC-01056,Motor,Night,Packaging,80.076,47.714,0.4973,11.018,180.54,3745.97,1.0,57.265
REC-01057,Pump,Day,Process-A,53.574,65.715,1.6726,,16.31,4167.18,2.0,67.071
REC-01058,Fan,Day,Process-A,82.57,52.884,0.829,2.196,116.81,5880.07,1.0,51.733
REC-01059,Compressor,Night,Process-B,68.319,66.55,1.7931,9.783,42.33,3698.56,2.0,86.238
REC-01060,Pump,Evening,Utilities,96.075,70.165,1.2849,13.82,121.6,3520.65,0.0,74.447
REC-01061,Motor,Evening,Utilities,63.296,93.895,2.4473,2.798,86.7,5542.93,1.0,81.191
REC-01062,Compressor,Evening,Process-B,48.611,64.292,1.5415,1.927,197.62,3002.73,0.0,74.733
REC-01063,Fan,Day,Process-A,87.226,60.539,1.1234,2.053,48.13,1845.98,0.0,41.418
REC-01064,Motor,Day,Packaging,73.826,,1.6545,3.119,,4501.36,0.0,40.342
REC-01065,Motor,Day,Utilities,110.0,,1.5642,2.526,114.67,7091.04,0.0,53.857
REC-01066,Motor,Night,Process-A,58.686,66.845,1.6158,0.556,98.88,1589.69,0.0,46.436
REC-01067,Motor,Evening,Packaging,45.061,42.594,2.8974,2.728,20.91,2321.65,1.0,47.871
REC-01068,Pump,Night,Utilities,72.367,71.304,1.885,2.355,26.7,3270.95,,65.121
REC-01069,Motor,Day,Process-A,84.44,63.304,0.8724,5.643,82.78,4803.54,2.0,59.854
REC-01070,Pump,,Process-B,72.858,55.112,1.6938,6.242,127.01,,4.0,81.768
REC-01071,Motor,Day,Process-B,73.919,45.848,2.4832,10.875,79.12,1202.46,1.0,59.58
REC-01072,Motor,Day,Process-B,85.048,61.576,0.6891,10.966,72.02,6475.24,1.0,65.507
REC-01073,Motor,Evening,Process-A,93.808,74.805,0.9171,2.099,,2036.42,0.0,56.331
REC-01074,Fan,Day,Process-B,92.168,51.995,1.6886,9.658,,3707.37,0.0,55.912
REC-01075,Compressor,Day,Process-A,78.147,59.826,1.3732,6.233,70.74,,0.0,78.2
REC-01076,Pump,Day,Process-A,72.224,70.888,1.8519,7.897,,9817.31,1.0,57.299
REC-01077,Compressor,Day,Process-B,59.305,,,5.242,47.39,3873.35,3.0,81.516
REC-01078,Compressor,Day,Process-A,85.367,79.945,0.8058,1.092,,3163.52,1.0,80.104
REC-01079,Pump,Evening,Process-A,59.641,77.153,0.5857,5.208,66.23,6236.82,3.0,61.739
REC-01080,Pump,Day,Packaging,76.644,80.036,1.1154,,93.03,11431.97,3.0,70.86
REC-01081,Pump,Day,Process-A,87.729,,2.3863,12.332,217.12,,3.0,74.638
REC-01082,Compressor,Day,Packaging,43.78,73.898,1.6884,1.891,98.09,3258.09,2.0,65.082
REC-01083,Compressor,Evening,Process-A,65.16,,1.6352,18.943,,2340.73,0.0,100.038
REC-01084,Motor,Day,Process-A,72.594,55.137,1.3499,6.394,88.81,3612.15,0.0,57.044
REC-01085,Pump,Evening,Process-B,82.43,67.311,,22.0,22.09,4380.15,3.0,85.187
REC-01086,Motor,Evening,Packaging,87.701,50.97,0.6688,10.925,49.39,3056.77,1.0,43.28
REC-01087,Motor,Evening,Packaging,85.023,77.651,1.4615,16.899,74.25,3839.38,2.0,59.316
REC-01088,Fan,Night,Process-A,65.283,70.665,1.764,4.771,134.97,926.2,0.0,55.877
REC-01089,Motor,Night,,52.736,75.7,3.2248,11.114,245.83,5052.59,0.0,79.655
REC-01090,Fan,Day,Process-B,92.612,70.283,1.21,6.88,121.8,7194.91,1.0,59.74
REC-01091,Motor,Day,Process-A,53.879,60.706,,2.336,128.61,4759.04,1.0,53.044
REC-01092,Pump,Day,Process-A,70.035,63.117,,9.666,33.76,12209.95,1.0,69.487
